head_id,tail_id,type,description,source_relationship_type,book
三国演义_人物_诸葛亮_0,三国演义_人物_马忠_0,上下级,"[{'72': '孔明令马忠引兵围住魏军'}, {'73': '孔明附耳分付马忠等四将迎敌后退。'}]",人物与人物,三国演义
三国演义_人物_袁术_0,三国演义_组织_袁术军_0,领导,[{'12': '袁术统领淮南军'}],人物与组织,三国演义
三国演义_人物_吕布_0,三国演义_物品_妆奁_0,持有,[{'12': '吕布为女儿准备的嫁妆'}],人物与物品,三国演义
三国演义_人物_关羽_0,三国演义_人物_诸葛亮_0,上下级,[{'45': '孔明将荆州托付给云长，交割印绶，嘱其北拒曹操、东和孙权。'}],人物与人物,三国演义
三国演义_人物_吴班_0,三国演义_人物_诸葛亮_0,上下级,"[{'72': '孔明令吴班伏于营外截断归路'}, {'73': '孔明附耳分付吴班等四将且战且走，回军掩杀。'}]",人物与人物,三国演义
三国演义_人物_刘巴_0,三国演义_人物_刘璋_0,上下级,[{'44': '刘巴劝刘璋不可助刘备，认为刘备是枭雄'}],人物与人物,三国演义
三国演义_人物_诸葛亮_0,三国演义_人物_费祎_0,上下级,"[{'71': '费祎赍诏至汉中，与孔明论兵'}, {'73': '费祎奉天子诏至祁山，孔明拜受恢复丞相之职。'}]",人物与人物,三国演义
三国演义_人物_刘表_0,三国演义_人物_孙坚_0,对立,"[{'4': '刘表受袁绍书，派蒯越、蔡瑁引兵截击孙坚，欲夺传国玺。'}, {'5': '孙坚因刘表围困结怨，后跨江击刘表。'}]",人物与人物,三国演义
三国演义_地点_荆州_0,三国演义_组织_刘备军_0,驻扎,"[{'48': '蜀汉势力镇守荆州，关羽在此，原文‘镇守荆州’'}, {'53': '蜀占据荆州'}]",组织与地点,三国演义
三国演义_人物_司马师_0,三国演义_人物_夏侯玄_0,对立,[{'81': '司马师擒夏侯玄，腰斩于市'}],人物与人物,三国演义
三国演义_人物_吕蒙_0,三国演义_物品_快船_2,持有,[{'54': '吕蒙备快船八十余只用于白衣渡江'}],人物与物品,三国演义
三国演义_人物_周听_0,三国演义_人物_王朗_0,上下级,[{'11': '周听是王朗部将，助战孙策'}],人物与人物,三国演义
三国演义_人物_丘建_0,三国演义_人物_钟会_0,上下级,[{'87': '丘建是钟会心腹将，受命监临诸将。'}],人物与人物,三国演义
三国演义_人物_丁奉_0,三国演义_物品_箭_5,持有,[{'61': '丁奉一箭射中张辽腰'}],人物与物品,三国演义
三国演义_组织_荆州军_0,三国演义_组织_孙坚军_0,对抗,[{'5': '孙坚跨江击刘表，两军大战于襄阳。'}],组织与组织,三国演义
三国演义_人物_乐綝_0,三国演义_人物_曹真_0,上下级,[{'72': '曹真令乐綝为副先锋'}],人物与人物,三国演义
三国演义_地点_永安_0,三国演义_组织_刘备军_0,驻扎,[{'78': '蜀汉屯兵永安以防东吴'}],组织与地点,三国演义
三国演义_人物_诸葛亮_0,三国演义_物品_四轮车_0,持有,[{'75': '孔明端坐四轮车妆神诱敌'}],人物与物品,三国演义
三国演义_人物_刘备_0,三国演义_人物_马超_0,合作,[{'40': '刘备写信联络马超共讨曹操'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_陈登_0,合作,[{'15': '陈登奉父命飞马报信，告知车胄阴谋；后在城上射箭助关羽。'}],人物与人物,三国演义
三国演义_人物_王双_1,三国演义_人物_魏延_0,对立,[{'72': '魏延斩王双于陈仓道口'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_陆逊_0,对立,"[{'58': '陆逊为东吴大都督，领兵御蜀，与刘备为敌'}, {'59': '陆逊用火攻大破刘备连营，追杀刘备至马鞍山。'}]",人物与人物,三国演义
三国演义_人物_张苞_0,三国演义_人物_张达_0,对立,[{'58': '张苞将张达万剐凌迟，祭张飞之灵'}],人物与人物,三国演义
三国演义_人物_张辽_0,三国演义_人物_曹操_0,上下级,"[{'15': '曹操释缚收降张辽，拜为中郎将，赐爵关内侯。'}, {'18': '张辽为曹操部将，奉命劝降关羽，后常探关羽心意。'}, {'24': '张辽是曹操大将，射杀沮鹄，与袁尚交战。'}, {'25': '张辽为曹操部将，攻蹋顿斩其首'}, {'29': '张辽随军，曹操令其探长坂桥。'}, {'34': '张辽驾小脚船保护曹操脱险，并射伤黄盖。'}, {'35': '张辽随曹操逃亡，射黄盖救曹操，华容道劝关羽'}, {'50': '曹操留张辽屯合淝，张辽为先锋。'}]",人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_刘禅_0,亲属,"[{'62': '先帝刘备是后主刘禅之父，曾托孤于孔明'}, {'78': '先帝为后主之父，曾言孔明识魏延反骨'}]",人物与人物,三国演义
三国演义_地点_南郑_0,三国演义_地点_定军山_0,相邻,[{'51': '定军山乃南郑保障，两地相邻。'}],地点与地点,三国演义
三国演义_人物_刘璋_0,三国演义_地点_公安_0,居住,[{'47': '刘璋被刘备送往南郡公安住歇。'}],人物与地点,三国演义
三国演义_人物_马腾_0,三国演义_地点_凉州_0,守护,"[{'15': '马腾为西凉太守，回西凉州去了。'}, {'39': '马腾割据西凉，招募民兵破羌，守护西凉'}]",人物与地点,三国演义
三国演义_人物_廖化_0,三国演义_人物_杜远_0,对立,[{'19': '杜远欲分占二夫人，廖化杀之'}],人物与人物,三国演义
三国演义_人物_袁绍_0,三国演义_组织_袁绍军_0,领导,"[{'4': '袁绍引兵三万来会盟，后为盟主统军。'}, {'5': '袁绍统领袁绍军，与公孙瓒交战。'}, {'17': '袁绍统领袁绍军，屯兵官渡'}, {'18': '袁绍统领袁绍军，先后派颜良、文丑为先锋攻曹。'}]",人物与组织,三国演义
三国演义_人物_司马懿_0,三国演义_人物_曹芳_0,上下级,[{'80': '曹芳封司马懿为丞相加九锡'}],人物与人物,三国演义
三国演义_人物_曹髦_0,三国演义_人物_王经_0,上下级,[{'84': '王经是魏尚书，劝谏曹髦隐忍，后因大骂贾充被下狱。'}],人物与人物,三国演义
三国演义_人物_陆逊_0,三国演义_地点_东吴_0,归属,"[{'54': '陆逊为东吴将领'}, {'71': '陆逊为东吴大都督'}]",人物与组织,三国演义
三国演义_人物_周瑜_0,三国演义_人物_曹仁_0,对立,[{'35': '周瑜攻南郡，曹仁守城，周瑜中箭，后设计诈死败曹仁'}],人物与人物,三国演义
三国演义_地点_成都_0,三国演义_地点_故宫_0,隶属,[{'87': '钟会于成都故宫大张灯火宴请诸将。'}],地点与地点,三国演义
三国演义_人物_刘备_0,三国演义_物品_的卢马_0,持有,"[{'25': '刘备乘的卢马跃过檀溪，后常骑'}, {'26': '刘备所乘的卢马，曾跃过檀溪救主。'}]",人物与物品,三国演义
三国演义_人物_傅干_0,三国演义_人物_曹操_0,上下级,[{'48': '傅干为参军，上书谏操，原文‘参军傅干上书谏操’'}],人物与人物,三国演义
三国演义_人物_张鲁_0,三国演义_技能_三官手书_0,掌握,[{'41': '张鲁行祈祷法，作三官手书请罪治病。'}],人物与技能,三国演义
三国演义_人物_孙权_0,三国演义_物品_印绶_0,持有,[{'21': '孙策临终将印绶传给孙权，孙权拜受。'}],人物与物品,三国演义
三国演义_人物_诸葛亮_0,三国演义_人物_魏延_0,上下级,"[{'38': '诸葛亮预先埋伏魏延军马从孱陵小路杀出'}, {'63': '诸葛亮密计分付魏延，令其率军劫杀'}, {'64': '孔明密授魏延计策，令其从林中转出擒孟获。'}, {'67': '诸葛亮派魏延扮作安定军赚取安定城'}, {'69': '孔明命魏延引一军埋伏，魏延一刀斩曹遵于马下'}, {'70': '诸葛亮令魏延引兵屯于街亭之后接应。'}, {'71': '孔明令魏延为前部先锋，攻陈仓城'}, {'72': '孔明授密计令魏延斩王双'}, {'73': '孔明每日令魏延挑战魏兵。'}, {'76': '孔明用魏延为先锋，惜其勇而用之。'}]",人物与人物,三国演义
三国演义_人物_夏侯尚_0,三国演义_组织_曹操军_0,归属,[{'56': '夏侯尚为魏将，与徐晃同取襄阳。'}],人物与组织,三国演义
三国演义_人物_夏侯德_0,三国演义_地点_天荡山_0,守护,[{'51': '夏侯德镇守天荡山，后被杀。'}],人物与地点,三国演义
三国演义_人物_曹操_0,三国演义_物品_赤兔马_0,持有,[{'18': '曹操原拥有赤兔马，后将此马赠予关羽。'}],人物与物品,三国演义
三国演义_人物_刘备_0,三国演义_人物_督邮_0,对立,[{'2': '督邮索贿不得，欲害刘备，逼其弃官'}],人物与人物,三国演义
三国演义_人物_带来洞主_0,三国演义_组织_八番部_0,领导,[{'65': '带来洞主为八番部长。'}],人物与组织,三国演义
三国演义_人物_赵云_0,三国演义_人物_金环三结_0,对立,[{'62': '赵云夜袭金环三结大寨，一枪刺死金环三结'}],人物与人物,三国演义
三国演义_人物_徐晃_0,三国演义_物品_西川红锦战袍_0,争夺,[{'38': '徐晃射断柳条使锦袍坠地，飞马取袍披于身上'}],人物与物品,三国演义
三国演义_地点_徐州_0,三国演义_地点_馆驿_0,隶属,[{'12': '馆驿在徐州城内'}],地点与地点,三国演义
三国演义_人物_曹丕_0,三国演义_人物_贾诩_0,上下级,[{'50': '贾诩教曹丕争嗣之计，以袁绍、刘表父子废立之事谏曹操立长子。'}],人物与人物,三国演义
三国演义_人物_岑璧_0,三国演义_人物_袁谭_0,上下级,[{'24': '岑璧是袁谭部将，领兵出战被吕旷斩杀。'}],人物与人物,三国演义
三国演义_人物_刘禅_0,三国演义_地点_成都_0,居住,[{'86': '后主刘禅居住在成都宫中，最终率太子诸王出降。'}],人物与地点,三国演义
三国演义_人物_孙策_0,三国演义_人物_蒋钦_0,上下级,[{'11': '蒋钦率党三百余人投孙策，用为军前校尉'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_物品_青釭剑_0,持有,[{'29': '曹操原令夏侯恩佩带青釭剑。'}],人物与物品,三国演义
三国演义_人物_苏秦_0,三国演义_物品_六国相印_0,持有,[{'30': '诸葛亮称苏秦佩六国相印'}],人物与物品,三国演义
三国演义_人物_曹操_0,三国演义_人物_王修_0,上下级,[{'25': '曹操礼王修为上宾，任司金中郎将'}],人物与人物,三国演义
三国演义_人物_凌统_0,三国演义_人物_周瑜_0,上下级,[{'38': '周瑜使凌统为后队'}],人物与人物,三国演义
三国演义_人物_袁尚_0,三国演义_人物_逢纪_0,上下级,"[{'23': '逢纪向辅袁尚，谮言田丰'}, {'24': '逢纪是袁尚谋士，奉命赍印绶赴袁谭军。'}]",人物与人物,三国演义
三国演义_人物_张郃_0,三国演义_人物_郭图_0,对立,[{'22': '郭图在袁绍面前谮言张郃有意降曹，迫使张郃恐被问罪而投降曹操'}],人物与人物,三国演义
三国演义_人物_孙权_0,三国演义_人物_袁绍_0,对立,[{'21': '孙权听从诸葛瑾建议，遣陈震回书绝袁绍。'}],人物与人物,三国演义
三国演义_地点_吴会_0,三国演义_地点_东吴_0,隶属,"[{'21': '吴会是吴郡与会稽一带，属于江东。'}, {'27': '孙权开宾馆于吴会，吴会是江东的重要城邑。'}, {'28': '吴会即吴郡和会稽，属江东，孙静守之'}]",地点与地点,三国演义
三国演义_人物_文虎_0,三国演义_人物_文钦_0,亲属,[{'82': '文钦是文虎之父。'}],人物与人物,三国演义
三国演义_人物_司马懿_0,三国演义_人物_曹真_0,合作,"[{'71': '司马懿与曹真同为魏国大将，分别举荐郝昭、王双以拒蜀'}, {'73': '曹真与司马懿同领大军伐蜀，共同商议军事。'}]",人物与人物,三国演义
三国演义_人物_孙和_0,三国演义_人物_孙皓_0,亲属,[{'88': '孙皓追谡其父孙和为文皇帝'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_物品_密书_0,持有,[{'10': '刘备收到曹操密书，书令杀吕布。'}],人物与物品,三国演义
三国演义_地点_定军山_0,三国演义_地点_武侯墓_0,隶属,[{'85': '武侯墓位于定军山，钟会前往祭拜'}],地点与地点,三国演义
三国演义_人物_庞统_0,三国演义_人物_诸葛亮_0,合作,[{'42': '诸葛亮与庞统同为刘备军师，共同商议取西川'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_人物_许褚_0,上下级,"[{'8': '曹操亲解其缚，拜许褚为都尉，许褚降曹。'}, {'15': '许褚是曹操部将，奉命请刘备并追刘备。'}, {'23': '许褚为曹操中军先锋，力斩十数将'}, {'24': '许褚是曹操部将，一刀斩尹楷于马下。'}, {'25': '许褚为曹操部将，杀许攸'}, {'29': '许褚随军，曹操令其探长坂桥。'}, {'40': '许褚奋力救曹操下船渡河'}, {'48': '许褚为曹操护卫，原文‘许褚仗剑立于堂门之内’‘曹操叹曰：许褚真忠臣也’'}, {'50': '曹操令许褚纵马杀入孙权军中，后命追擒左慈。'}]",人物与人物,三国演义
三国演义_人物_乐綝_0,三国演义_人物_诸葛诞_0,对立,[{'82': '诸葛诞提剑上楼杀死乐綝，因乐綝私通司马昭。'}],人物与人物,三国演义
三国演义_地点_太庙_0,三国演义_地点_许都_0,隶属,[{'15': '太庙在许都，献帝引董承登功臣阁经过太庙。'}],地点与地点,三国演义
三国演义_人物_关兴_0,三国演义_人物_诸葛亮_0,上下级,[{'75': '孔明令关兴扮作天蓬模样，手执七星皂幡'}],人物与人物,三国演义
三国演义_人物_关兴_0,三国演义_人物_谭雄_0,对立,[{'57': '关兴在乱军中生擒谭雄。'}],人物与人物,三国演义
三国演义_人物_于禁_0,三国演义_人物_刘备_0,对立,[{'7': '刘备掣双股剑麾兵大进，于禁败走'}],人物与人物,三国演义
三国演义_人物_皇子协_0,三国演义_人物_董太后_0,亲属,[{'2': '董太后养皇子协于宫中'}],人物与人物,三国演义
三国演义_人物_公孙渊_0,三国演义_人物_张弥_0,对立,[{'79': '公孙渊斩孙权使者张弥，将其首级送与曹睿。'}],人物与人物,三国演义
三国演义_人物_徐庶_0,三国演义_地点_新野_0,居住,[{'27': '徐庶曾流落至新野，与刘备交厚。'}],人物与地点,三国演义
三国演义_人物_吕旷_0,三国演义_人物_袁尚_0,上下级,[{'24': '吕旷是袁尚大将，愿为先锋出战。'}],人物与人物,三国演义
三国演义_人物_曹奂_0,三国演义_地点_金墉城_0,居住,[{'87': '曹奂被废为陈留王，出就金墉城居住。'}],人物与地点,三国演义
三国演义_人物_高翔_0,三国演义_地点_列柳城_0,守护,[{'70': '诸葛亮令高翔屯兵列柳城以救街亭。'}],人物与地点,三国演义
三国演义_人物_张郃_0,三国演义_人物_曹洪_0,上下级,[{'51': '张郃为曹洪部下，因失利被曹洪怒斥欲斩。'}],人物与人物,三国演义
三国演义_人物_姜维_0,三国演义_地点_冀城_0,守护,[{'68': '姜维引兵入冀城守护老母，闭门不出。'}],人物与地点,三国演义
三国演义_人物_吕蒙_0,三国演义_人物_陈就_0,对立,[{'27': '吕蒙跳下小船追上陈就，当胸一刀将其砍死。'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_诸葛亮_0,上下级,"[{'40': '孔明为刘备谋划，建议结连马超；刘备请孔明商议退曹之策'}, {'44': '孔明留守荆州，发文书给刘备'}, {'79': '刘玄德在白帝城病危，以幼子刘禅托孤于诸葛孔明。'}]",人物与人物,三国演义
三国演义_人物_吴兰_0,三国演义_人物_曹彰_0,对立,[{'52': '曹彰一戟刺死吴兰'}],人物与人物,三国演义
三国演义_人物_吕布_0,三国演义_人物_袁术_0,合作,[{'11': '袁术许以粮五万斛、马五百匹、金银一万两、彩缎一千匹，使吕布夹攻刘备'}],人物与人物,三国演义
三国演义_人物_诸葛亮_0,三国演义_人物_刘备_0,上下级,"[{'51': '玄德为君主，孔明为军师，君臣关系。'}, {'54': '汉中王就立嗣之事问计于孔明'}, {'56': '孔明为军师、丞相，劝进，刘备封其为丞相。'}, {'74': '诸葛亮受先帝托孤之重，以讨贼为己任。'}, {'77': '诸葛亮感念先主三顾之恩和托孤之重。'}]",人物与人物,三国演义
三国演义_人物_夏侯令女_0,三国演义_人物_文叔_0,亲属,[{'80': '夏侯令女乃文叔之妻'}],人物与人物,三国演义
三国演义_人物_关兴_0,三国演义_人物_诸葛亮_0,上下级,"[{'60': '诸葛亮密调关兴引兵三万为各路救应'}, {'67': '诸葛亮派关兴引五千兵接应赵云，并随崔谅入城斩杨陵'}, {'69': '孔明命关兴与张苞同去退羌兵，后令其引兵埋伏'}, {'70': '诸葛亮令关兴、张苞各引三千精兵伏于武功山。'}, {'72': '孔明令关兴伏于魏寨左右'}, {'73': '孔明令关兴伏于山谷，见红旗飐动引兵杀出；平时左右护卫。'}, {'76': '关兴病亡，孔明放声大哭，叹少一员大将，可见关兴为孔明部将。'}]",人物与人物,三国演义
三国演义_地点_黎阳_0,三国演义_组织_曹操军_0,驻扎,[{'24': '曹操军曾屯兵黎阳并令贾诩为太守守之。'}],组织与地点,三国演义
三国演义_人物_卫瓘_0,三国演义_物品_檄文_4,创造,[{'87': '卫瓘先发二三十道檄文以收邓艾。'}],人物与物品,三国演义
三国演义_人物_乐进_0,三国演义_人物_关羽_0,对立,[{'23': '关羽杀退乐进，救出张飞'}],人物与人物,三国演义
三国演义_人物_司马懿_0,三国演义_人物_夏侯霸_0,对立,[{'80': '司马懿召夏侯玄，夏侯霸因此造反投蜀'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_物品_粮米_0,持有,[{'12': '曹操送与刘备粮万斛'}],人物与物品,三国演义
三国演义_人物_袁绍_0,三国演义_人物_麴义_0,上下级,[{'5': '麴义为袁绍部将，斩严纲，后被赵云所杀。'}],人物与人物,三国演义
三国演义_人物_袁绍_0,三国演义_地点_冀州_0,居住,"[{'16': '袁绍虎踞冀、青、幽、并诸郡，以冀州为根基'}, {'23': '袁绍回冀州养病，不理政事'}]",人物与地点,三国演义
三国演义_人物_刘禅_0,三国演义_人物_诸葛瞻_0,上下级,[{'86': '后主刘禅任命诸葛瞻为帅，拨七万兵御敌。'}],人物与人物,三国演义
三国演义_人物_乐綝_0,三国演义_人物_乐进_0,亲属,[{'72': '乐进之子'}],人物与人物,三国演义
三国演义_地点_定军山_0,三国演义_组织_曹操军_0,驻扎,[{'51': '夏侯渊率魏军屯兵定军山。'}],组织与地点,三国演义
三国演义_人物_吕布_0,三国演义_人物_貂蝉_0,亲密,"[{'5': '吕布与貂蝉在凤仪亭相会，互诉衷情，愿结为夫妻。'}, {'6': '吕布与貂蝉互生情愫，貂蝉被董卓霸占后吕布更加痛恨董卓，最终杀董卓后得到貂蝉。'}]",人物与人物,三国演义
三国演义_人物_孔融_0,三国演义_人物_管亥_0,对立,[{'7': '管亥围北海索粮，孔融叱之并拒战'}],人物与人物,三国演义
三国演义_人物_诸葛亮_0,三国演义_人物_鲁肃_0,合作,"[{'30': '鲁肃引诸葛亮见孙权，并嘱其言谈，共同促成孙刘联盟'}, {'34': '鲁肃引孔明为周瑜看病，孔明献计借东风，鲁肃相助调兵。'}]",人物与人物,三国演义
三国演义_人物_张辽_0,三国演义_地点_合淝_0,守护,"[{'36': '张辽守合淝，击败孙权，设计破内应'}, {'50': '曹操留张辽屯合淝。'}]",人物与地点,三国演义
三国演义_人物_司马懿_0,三国演义_地点_长安_0,守护,[{'69': '司马懿引兵至长安城外下寨，奉命破蜀'}],人物与地点,三国演义
三国演义_人物_马岱_0,三国演义_人物_马超_0,亲属,"[{'40': '马岱为马超从弟，报信并随同起兵'}, {'46': '马岱是马超从弟，随马超征战'}, {'47': '马超与马岱为兄弟，一同征战。'}]",人物与人物,三国演义
三国演义_地点_江北_0,三国演义_组织_曹操军_0,驻扎,[{'33': '曹军水寨驻扎在江北岸边'}],组织与地点,三国演义
三国演义_地点_蓝田_0,三国演义_地点_蔡邕庄_0,隶属,[{'52': '蔡邕庄位于蓝田林木之间'}],地点与地点,三国演义
三国演义_人物_夏侯惇_0,三国演义_人物_徐荣_0,对立,[{'4': '夏侯惇刺徐荣于马下。'}],人物与人物,三国演义
三国演义_人物_关羽_0,三国演义_物品_书信_5,持有,[{'47': '关羽收到诸葛亮书信，看后打消入川念头。'}],人物与物品,三国演义
三国演义_人物_曹操_0,三国演义_人物_马腾_0,对立,"[{'31': '周瑜指出马腾、韩遂为曹操后患，曹操久于南征则后患未平。'}, {'39': '曹操用荀攸计诱召马腾入京师，设伏擒杀马腾父子'}, {'40': '曹操杀害马腾，是马超起兵的直接原因'}]",人物与人物,三国演义
三国演义_人物_张杨_0,三国演义_人物_杨丑_0,对立,[{'14': '杨丑杀张杨欲献首曹操'}],人物与人物,三国演义
三国演义_人物_杨阜_0,三国演义_人物_马超_0,对立,[{'46': '杨阜联合姜叙等起兵讨伐马超，马超杀其宗弟七人'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_组织_发丘中郎将_0,领导,[{'16': '曹操特置发丘中郎将，专司盗墓'}],人物与组织,三国演义
三国演义_人物_迷当_0,三国演义_人物_郭淮_0,上下级,[{'81': '郭淮擒迷当后亲自解缚，令其当前部解铁笼山之围'}],人物与人物,三国演义
三国演义_人物_夏侯恩_0,三国演义_人物_赵云_0,对立,[{'29': '赵云一枪刺死夏侯恩，夺其青釭剑。'}],人物与人物,三国演义
三国演义_人物_曹仁_0,三国演义_人物_许昌_0,守护,[{'23': '曹仁与荀彧守许都'}],人物与地点,三国演义
三国演义_人物_曹仁_0,三国演义_人物_曹洪_0,合作,[{'28': '曹仁与曹洪同为第一队前锋，攻新野'}],人物与人物,三国演义
三国演义_人物_周瑜_0,三国演义_人物_蒋干_0,亲密,[{'32': '蒋干自幼与周瑜同窗交契，周瑜称其为同窗契友'}],人物与人物,三国演义
三国演义_人物_吕布_0,三国演义_人物_韩暹_0,合作,[{'13': '陈登说服韩暹为内应，火烧袁术寨，吕布保韩暹为沂都牧。'}],人物与人物,三国演义
三国演义_人物_张角_0,三国演义_技能_书符念咒_0,掌握,[{'1': '张角徒弟皆能书符念咒，张角作为师父亦掌握'}],人物与技能,三国演义
三国演义_人物_张飞_0,三国演义_人物_曹豹_0,对立,[{'10': '张飞醉酒鞭打曹豹五十，曹豹深恨。'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_物品_衣带诏_0,持有,[{'23': '刘备于阵前马上朗诵衣带诏'}],人物与物品,三国演义
三国演义_人物_姜维_0,三国演义_人物_王瓘_0,对立,[{'84': '姜维识破王瓘诈降之计，将计就计击败邓艾。'}],人物与人物,三国演义
三国演义_人物_周鲂_0,三国演义_地点_东吴_0,归属,[{'71': '周鲂为东吴鄱阳太守'}],人物与组织,三国演义
三国演义_人物_党均_0,三国演义_物品_金珠宝物_0,持有,[{'83': '党均携带金珠宝物入成都贿赂黄皓'}],人物与物品,三国演义
三国演义_人物_曹操_0,三国演义_人物_满宠_0,上下级,[{'24': '满宠是曹操谋士，与吕虔同论。'}],人物与人物,三国演义
三国演义_地点_汉中_0,三国演义_组织_刘备军_0,驻扎,"[{'62': '马超守把汉中关口，蜀军驻扎'}, {'68': '诸葛亮尽提汉中之兵出祁山。'}, {'70': '诸葛亮退兵后蜀军皆回汉中，并搬移百姓。'}, {'73': '蜀汉大军驻扎于汉中，由孔明统领。'}, {'75': '孔明退兵到汉中，以此为基地再出师'}, {'80': '蜀汉屯兵汉中'}, {'85': '汉中为蜀地重镇，姜维等经营'}]",组织与地点,三国演义
三国演义_地点_西山_0,三国演义_组织_袁尚军_0,驻扎,[{'24': '袁尚败退后在西山下寨。'}],组织与地点,三国演义
三国演义_人物_刘禅_0,三国演义_人物_姜维_0,上下级,"[{'78': '后主封姜维为辅汉将军、平襄侯'}, {'80': '后主准许姜维北伐'}, {'84': '后主诏回姜维，称恐劳军士；后又准姜维伐魏。；姜维奏准后主起兵十五万伐魏。'}]",人物与人物,三国演义
三国演义_人物_孟节_0,三国演义_人物_孟获_0,亲属,[{'64': '孟节是孟获之兄，三人为父母所生，孟节隐居万安溪。'}],人物与人物,三国演义
三国演义_人物_乐进_0,三国演义_人物_成廉_0,对立,[{'8': '乐进一箭射死成廉。'}],人物与人物,三国演义
三国演义_人物_孙权_0,三国演义_人物_黄祖_0,对立,[{'27': '孙权为报父仇（凌操之死）及扩张，起兵征讨黄祖。'}],人物与人物,三国演义
三国演义_地点_阳平亭_0,三国演义_组织_袁尚军_0,驻扎,[{'24': '袁尚屯军阳平亭，离冀州十七里。'}],组织与地点,三国演义
三国演义_人物_张梁_0,三国演义_人物_皇甫嵩_0,对立,[{'1': '张梁与皇甫嵩在颍川对垒交战'}],人物与人物,三国演义
三国演义_人物_丁管_0,三国演义_人物_董卓_0,对立,[{'3': '丁管以象简击董卓，被斩。'}],人物与人物,三国演义
三国演义_人物_雷铜_0,三国演义_地点_巴西_0,守护,[{'50': '雷铜与张飞同守巴西。'}],人物与地点,三国演义
